provider_id,specialty,category,county,county_type,latitude,longitude,panel_capacity,accepting_new_patients,next_available_appt_days,telehealth_available
PRV-1569,OB/GYN,Primary Care,South Suburban,Suburban,39.99008,-85.07683,1442,True,12,False
PRV-1570,OB/GYN,Primary Care,South Suburban,Suburban,39.85274,-85.03556,1318,True,8,False
PRV-1571,OB/GYN,Primary Care,South Suburban,Suburban,39.86399,-84.89034,1267,True,5,True
PRV-1572,OB/GYN,Primary Care,South Suburban,Suburban,39.88019,-85.07788,1353,True,17,False
PRV-1573,OB/GYN,Primary Care,South Suburban,Suburban,39.90952,-84.98267,1430,True,30,True
PRV-1574,Behavioral Health,Behavioral,South Suburban,Suburban,39.7362,-84.89337,992,True,17,True
PRV-1575,Behavioral Health,Behavioral,South Suburban,Suburban,39.8087,-84.85913,900,True,24,False
PRV-1576,Behavioral Health,Behavioral,South Suburban,Suburban,39.68434,-85.16425,813,True,8,True
PRV-1577,Behavioral Health,Behavioral,South Suburban,Suburban,39.83964,-85.13243,980,True,10,True
PRV-1578,Behavioral Health,Behavioral,South Suburban,Suburban,40.03988,-85.01176,912,False,9,True
PRV-1579,Behavioral Health,Behavioral,South Suburban,Suburban,39.67566,-85.10626,823,False,13,False
PRV-1580,Behavioral Health,Behavioral,South Suburban,Suburban,39.90894,-85.01992,977,True,18,False
PRV-1581,Behavioral Health,Behavioral,South Suburban,Suburban,39.78126,-84.92342,886,True,21,False
PRV-1582,Behavioral Health,Behavioral,South Suburban,Suburban,39.75479,-85.07284,788,True,16,True
PRV-1583,Behavioral Health,Behavioral,South Suburban,Suburban,39.59847,-85.03196,1091,True,13,True
PRV-1584,Behavioral Health,Behavioral,South Suburban,Suburban,39.55878,-85.05809,1049,True,11,True
PRV-1585,Behavioral Health,Behavioral,South Suburban,Suburban,39.78294,-84.90738,668,True,14,True
PRV-1586,Cardiology,Specialty,South Suburban,Suburban,40.04765,-85.00384,1299,True,7,True
PRV-1587,Cardiology,Specialty,South Suburban,Suburban,39.90177,-84.96637,1230,True,10,False
PRV-1588,Cardiology,Specialty,South Suburban,Suburban,39.78483,-84.93242,1464,True,1,False
PRV-1589,Cardiology,Specialty,South Suburban,Suburban,39.87585,-85.07428,1090,True,16,False
PRV-1590,Cardiology,Specialty,South Suburban,Suburban,39.74936,-85.08336,1020,True,8,False
PRV-1591,Cardiology,Specialty,South Suburban,Suburban,39.81118,-84.90899,1024,True,10,False
PRV-1592,Cardiology,Specialty,South Suburban,Suburban,39.85498,-85.01713,1448,True,6,False
PRV-1593,Cardiology,Specialty,South Suburban,Suburban,39.85053,-85.02461,1131,True,58,True
PRV-1594,Endocrinology,Specialty,South Suburban,Suburban,39.82943,-84.81056,1034,True,14,True
PRV-1595,Endocrinology,Specialty,South Suburban,Suburban,39.73611,-85.07852,1320,False,10,False
PRV-1596,Endocrinology,Specialty,South Suburban,Suburban,39.68684,-85.14279,1062,True,20,True
PRV-1597,Endocrinology,Specialty,South Suburban,Suburban,39.71757,-85.01941,1200,True,20,True
PRV-1598,Oncology,Specialty,South Suburban,Suburban,39.73173,-85.08462,1061,True,2,True
PRV-1599,Oncology,Specialty,South Suburban,Suburban,39.74143,-84.88955,1353,True,5,True
PRV-1600,Oncology,Specialty,South Suburban,Suburban,39.85995,-85.04676,1150,False,3,False
PRV-1601,Orthopedics,Specialty,South Suburban,Suburban,39.71967,-84.88225,980,True,5,True
PRV-1602,Orthopedics,Specialty,South Suburban,Suburban,39.73909,-85.20892,1570,False,12,False
PRV-1603,Orthopedics,Specialty,South Suburban,Suburban,39.90877,-84.89779,1358,True,7,False
PRV-1604,Orthopedics,Specialty,South Suburban,Suburban,39.80799,-84.87202,1635,True,17,True
PRV-1605,Orthopedics,Specialty,South Suburban,Suburban,39.87425,-84.6829,1381,False,4,True
PRV-1606,Orthopedics,Specialty,South Suburban,Suburban,39.75316,-84.91951,1112,True,17,True
PRV-1607,Orthopedics,Specialty,South Suburban,Suburban,39.87996,-84.98957,1424,True,10,False
PRV-1608,Dermatology,Specialty,South Suburban,Suburban,39.70788,-85.09485,1446,True,8,True
PRV-1609,Dermatology,Specialty,South Suburban,Suburban,39.87008,-85.07273,1308,True,35,True
PRV-1610,Dermatology,Specialty,South Suburban,Suburban,39.74095,-84.91189,1717,True,4,True
PRV-1611,Dermatology,Specialty,South Suburban,Suburban,39.93191,-85.05668,1299,True,26,False
PRV-1612,Dermatology,Specialty,South Suburban,Suburban,39.9358,-85.02841,1482,True,6,False
PRV-1613,Dermatology,Specialty,South Suburban,Suburban,39.78131,-84.93338,1198,True,14,True
PRV-1614,General Surgery,Specialty,South Suburban,Suburban,39.89979,-85.05637,1071,True,6,True
PRV-1615,General Surgery,Specialty,South Suburban,Suburban,39.86138,-85.05419,1430,True,2,False
PRV-1616,General Surgery,Specialty,South Suburban,Suburban,39.79386,-85.07595,1120,True,19,True
PRV-1617,General Surgery,Specialty,South Suburban,Suburban,39.76053,-85.00898,1576,False,8,True
PRV-1618,General Surgery,Specialty,South Suburban,Suburban,39.85263,-85.00621,1194,True,8,False
PRV-1619,Neurology,Specialty,South Suburban,Suburban,39.76579,-85.10477,1015,True,75,False
PRV-1620,Neurology,Specialty,South Suburban,Suburban,39.72668,-85.05425,1085,True,32,True
PRV-1621,Neurology,Specialty,South Suburban,Suburban,39.70081,-84.85714,871,False,32,False
PRV-1622,Primary Care,Primary Care,Millbrook County,Rural,39.60639,-85.50497,1778,True,1,True
PRV-1623,Primary Care,Primary Care,Millbrook County,Rural,39.67886,-85.64663,1940,True,1,False
PRV-1624,Primary Care,Primary Care,Millbrook County,Rural,39.61957,-85.7722,2027,True,4,False
PRV-1625,Primary Care,Primary Care,Millbrook County,Rural,40.03003,-85.37246,1638,True,10,False
PRV-1626,Primary Care,Primary Care,Millbrook County,Rural,39.69863,-85.48942,1380,True,7,True
PRV-1627,Primary Care,Primary Care,Millbrook County,Rural,39.98973,-85.25736,1764,True,1,False
PRV-1628,Primary Care,Primary Care,Millbrook County,Rural,40.02785,-85.38124,1995,True,11,True
PRV-1629,Primary Care,Primary Care,Millbrook County,Rural,39.73442,-85.80838,2145,True,19,True
PRV-1630,Primary Care,Primary Care,Millbrook County,Rural,39.34438,-85.39493,1526,True,8,False
PRV-1631,OB/GYN,Primary Care,Millbrook County,Rural,39.49757,-85.60083,1785,True,31,True
PRV-1632,OB/GYN,Primary Care,Millbrook County,Rural,39.5878,-85.82348,1667,True,30,True
PRV-1633,Behavioral Health,Behavioral,Millbrook County,Rural,39.40929,-85.17808,1083,True,23,True
PRV-1634,Behavioral Health,Behavioral,Millbrook County,Rural,39.28722,-85.60305,923,True,10,True
PRV-1635,Cardiology,Specialty,Millbrook County,Rural,39.2713,-85.46169,1268,True,5,False
PRV-1636,Orthopedics,Specialty,Millbrook County,Rural,39.50696,-85.27002,1364,True,4,False
PRV-1637,Dermatology,Specialty,Millbrook County,Rural,39.37554,-85.42771,1404,True,11,False
PRV-1638,General Surgery,Specialty,Millbrook County,Rural,39.4309,-85.50431,1306,True,4,False
PRV-1639,Primary Care,Primary Care,Cedar Ridge Cty,Rural,40.29109,-85.72667,1785,False,9,True
PRV-1640,Primary Care,Primary Care,Cedar Ridge Cty,Rural,40.56696,-85.48153,2455,True,8,False
PRV-1641,Primary Care,Primary Care,Cedar Ridge Cty,Rural,40.18495,-85.20716,1938,True,13,True
PRV-1642,Primary Care,Primary Care,Cedar Ridge Cty,Rural,40.5168,-85.51435,1916,True,9,True
PRV-1643,Primary Care,Primary Care,Cedar Ridge Cty,Rural,40.20898,-85.22737,1713,True,4,False
PRV-1644,Primary Care,Primary Care,Cedar Ridge Cty,Rural,40.18824,-85.81336,1670,True,10,True
PRV-1645,Primary Care,Primary Care,Cedar Ridge Cty,Rural,40.23995,-85.92737,2015,True,15,True
PRV-1646,Primary Care,Primary Care,Cedar Ridge Cty,Rural,40.5149,-85.82177,1729,False,4,True
PRV-1647,Primary Care,Primary Care,Cedar Ridge Cty,Rural,40.18529,-85.57992,1756,True,14,False
PRV-1648,OB/GYN,Primary Care,Cedar Ridge Cty,Rural,40.11763,-85.52996,1733,True,13,False
PRV-1649,OB/GYN,Primary Care,Cedar Ridge Cty,Rural,40.39152,-85.75492,1565,True,30,False
PRV-1650,Behavioral Health,Behavioral,Cedar Ridge Cty,Rural,40.3483,-85.51941,750,True,11,False
PRV-1651,Behavioral Health,Behavioral,Cedar Ridge Cty,Rural,40.40991,-86.00762,902,False,10,False
PRV-1652,Cardiology,Specialty,Cedar Ridge Cty,Rural,40.62342,-85.56994,1078,True,10,True
PRV-1653,Orthopedics,Specialty,Cedar Ridge Cty,Rural,40.74183,-85.24281,1454,True,15,True
PRV-1654,Dermatology,Specialty,Cedar Ridge Cty,Rural,40.28252,-85.45829,1352,True,14,False
PRV-1655,General Surgery,Specialty,Cedar Ridge Cty,Rural,39.67393,-85.56064,1038,False,16,True
PRV-1656,Primary Care,Primary Care,Prairie County,Rural,40.08128,-84.3315,1897,True,11,False
PRV-1657,Primary Care,Primary Care,Prairie County,Rural,39.61503,-84.23259,1840,True,6,True
PRV-1658,Primary Care,Primary Care,Prairie County,Rural,39.82288,-84.28871,1676,True,18,False
PRV-1659,Primary Care,Primary Care,Prairie County,Rural,39.77282,-84.46439,1702,True,13,False
PRV-1660,Primary Care,Primary Care,Prairie County,Rural,40.1359,-84.23663,1950,True,8,False
PRV-1661,Primary Care,Primary Care,Prairie County,Rural,39.48727,-84.11465,1826,True,4,False
PRV-1662,Primary Care,Primary Care,Prairie County,Rural,39.57348,-84.52118,1529,True,20,True
PRV-1663,Primary Care,Primary Care,Prairie County,Rural,39.47668,-84.40922,2296,True,8,False
PRV-1664,Primary Care,Primary Care,Prairie County,Rural,39.89316,-84.55362,1377,False,4,False
PRV-1665,OB/GYN,Primary Care,Prairie County,Rural,39.78891,-84.66387,1841,False,10,True
PRV-1666,OB/GYN,Primary Care,Prairie County,Rural,39.71582,-84.40931,1327,True,8,True
PRV-1667,Behavioral Health,Behavioral,Prairie County,Rural,39.51218,-84.18178,919,False,25,False
PRV-1668,Behavioral Health,Behavioral,Prairie County,Rural,39.73551,-84.53662,851,True,10,False
PRV-1669,Cardiology,Specialty,Prairie County,Rural,40.27456,-84.20515,1533,True,34,True
PRV-1670,Orthopedics,Specialty,Prairie County,Rural,39.69749,-84.49815,1353,True,17,False
PRV-1671,Dermatology,Specialty,Prairie County,Rural,39.89576,-84.6067,1421,True,11,False
PRV-1672,General Surgery,Specialty,Prairie County,Rural,39.57719,-84.55597,1164,True,4,False
